brand,model_year,milage,fuel_type,engine,transmission,price
Audi,2014,"90,236 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,"$9,999"
Jeep,2020,"4,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$50,000"
Land,2022,"2,220 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$115,999"
GMC,2017,"124,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$32,000"
Ford,2019,"45,163 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,"$35,690"
Volkswagen,2020,"49,400 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$20,900"
Porsche,2020,"11,256 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$124,900"
Chevrolet,2021,"13,700 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,"$75,000"
Land,2011,"174,678 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$9,500"
Lexus,2022,"1,600 mi.",Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,"$59,000"
Porsche,2019,"15,509 mi.",Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,"$229,900"
Ford,2020,"69,849 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,"$48,149"
Toyota,2008,"160,000 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$17,000"
Toyota,2016,"40,000 mi.",not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,"$9,500"
Ford,2007,"228,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,"$3,850"
GMC,2008,"187,000 mi.",–,–,4-Speed A/T,"$6,100"
Mercedes-Benz,2015,"102,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$17,000"
Cadillac,2016,"48,000 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$24,995"
Chrysler,2012,"163,500 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,"$5,949"
Porsche,2023,"1,500 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,"$149,000"
Porsche,2021,"2,100 mi.",Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$136,900"
Ford,2018,"66,281 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,"$63,500"
Ford,2021,"18,000 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,"$39,499"
Ford,2014,"27,300 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$21,500"
Mazda,2020,"19,319 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,"$24,899"
Mercedes-Benz,2016,"32,936 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$90,000"
BMW,2017,"30,450 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$52,999"
Jeep,2017,"38,200 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,"$29,500"
Jeep,2020,"26,315 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$31,871"
Chevrolet,2003,"110,000 mi.",Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,"$8,900"
MINI,2014,"19,700 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$13,500"
Honda,2008,"192,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$11,000"
Porsche,2017,"26,000 mi.",Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$116,911"
Subaru,2008,"98,313 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$7,495"
Cadillac,2021,"66,500 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,"$28,500"
Nissan,2022,"19,877 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,"$18,999"
Kia,2021,"16,100 mi.",Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$25,500"
GMC,2016,"83,858 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$27,633"
Mercedes-Benz,2020,"24,108 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,"$56,000"
Ford,2020,"42,609 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,"$32,107"
Subaru,2017,"160,000 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$7,750"
INFINITI,2017,"121,525 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,"$28,500"
Kia,2023,"6,423 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,"$42,500"
Pontiac,2007,"62,310 mi.",Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$12,900"
Mazda,2021,"21,444 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,"$29,995"
Ford,2015,"112,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$29,500"
Hyundai,2013,"60,000 mi.",Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,"$16,500"
Dodge,2013,"153,250 mi.",Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$4,399"
Jeep,2019,"57,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$39,900"
Chevrolet,2011,"140,401 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,"$16,000"
Ford,2023,"5,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$70,000"
Chevrolet,2022,"2,010 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$89,000"
Tesla,2018,"24,360 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,"$31,500"
Audi,2013,"96,800 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$11,000"
Cadillac,2014,"34,988 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$21,500"
Nissan,2012,"65,750 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$15,995"
Chevrolet,2019,"56,654 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,"$43,860"
Lincoln,2016,"140,200 mi.",Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$10,500"
Chevrolet,2016,"122,971 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,"$12,999"
Nissan,2008,"227,010 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$3,850"
Ford,2004,"271,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,"$9,500"
Porsche,2022,"13,800 mi.",Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$234,000"
Dodge,2001,"171,079 mi.",Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,"$27,500"
Chevrolet,2021,"24,915 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,"$44,791"
Nissan,2022,"15,577 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,"$19,599"
Audi,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$21,373"
Lamborghini,2011,"16,000 mi.",Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$229,000"
Mercedes-Benz,2012,"122,000 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$15,000"
FIAT,2016,"48,500 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,"$15,999"
Ford,2018,"53,500 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$31,500"
Ford,2004,"315,000 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,"$9,200"
Ford,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,"$8,500"
Kia,2019,"43,850 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$30,000"
Mercedes-Benz,2015,"73,500 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$19,000"
Nissan,2014,"153,350 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,"$9,000"
Volkswagen,2019,"74,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$25,500"
BMW,2013,"52,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$17,500"
Audi,2022,250 mi.,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$52,000"
Nissan,2017,"145,000 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$8,500"
Subaru,2020,"40,971 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$32,500"
Ford,2010,"248,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,"$14,000"
GMC,2023,940 mi.,,Electric Motor Electric Fuel System,A/T,"$146,000"
BMW,2018,"38,000 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,"$60,500"
Acura,2016,"128,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$19,500"
Chevrolet,2022,"7,455 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,"$68,990"
Jeep,1999,"137,790 mi.",Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$12,000"
Ford,2016,"92,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$19,995"
Porsche,2001,"21,450 mi.",Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$36,000"
Nissan,2021,"43,875 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,"$29,725"
Pontiac,2009,"81,327 mi.",Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$17,500"
Mercedes-Benz,2021,"72,836 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,"$41,000"
McLaren,2020,"5,072 mi.",Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,"$279,950"
Jeep,2007,"161,900 mi.",E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,"$4,800"
Audi,2022,"24,500 mi.",Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,"$47,000"
BMW,2018,"14,993 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$44,900"
Volkswagen,2019,"96,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,"$14,980"
Porsche,2022,"7,900 mi.",,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,"$108,000"
Cadillac,2019,"35,566 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$26,000"
Lexus,2008,"113,000 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$34,000"
Ford,2022,"20,678 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,"$46,000"
Porsche,2008,"10,900 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$129,000"
Buick,2012,"19,079 mi.",Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,"$15,995"
Mazda,2008,"155,500 mi.",Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,"$6,800"
Ford,2019,"35,500 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$32,300"
Mazda,2021,"52,253 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,"$25,215"
Ford,2004,"110,000 mi.",Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$8,500"
Volkswagen,2016,"59,250 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$18,999"
Ford,2004,"39,000 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,"$22,000"
Hummer,2008,"155,000 mi.",Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$37,000"
BMW,2017,"39,250 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,"$28,900"
BMW,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$37,998"
Hyundai,2014,"127,941 mi.",Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,"$7,500"
RAM,2014,"124,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$24,850"
Ford,2023,"1,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,"$60,000"
MINI,2014,"70,700 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$15,750"
Cadillac,2013,"113,395 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,"$18,800"
Mercedes-Benz,2022,"18,815 mi.",Gasoline,2.0 Liter Turbo,Automatic,"$61,998"
Toyota,2014,"65,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$27,999"
Audi,2019,"23,350 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,"$48,000"
Lexus,2019,"39,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$34,000"
Toyota,2019,"48,842 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,"$39,857"
FIAT,2015,"47,800 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,"$11,500"
Ford,2022,"52,000 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,"$28,000"
Ford,2006,"16,000 mi.",Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$22,000"
Jeep,2023,"7,102 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$40,995"
Jeep,2015,"157,000 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,"$17,000"
Ford,2023,"9,095 mi.",,480.0HP Electric Motor Electric Fuel System,A/T,"$59,000"
Jeep,2010,"179,700 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,"$4,500"
Lexus,2006,"170,000 mi.",Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,"$7,500"
Rolls-Royce,2022,"3,420 mi.",Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,"$399,950"
Ford,2021,"93,400 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,"$69,995"
BMW,2011,"110,000 mi.",Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$12,000"
Porsche,2016,"22,500 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,"$78,000"
Ford,2013,"20,800 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$19,795"
Lexus,2018,"100,868 mi.",Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,"$23,400"
Volkswagen,2012,"131,986 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,"$9,000"
Volkswagen,2016,"127,770 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$13,800"
Porsche,2013,"56,985 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$65,900"
Toyota,2014,"106,000 mi.",Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,"$11,800"
Ford,2019,"92,671 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,"$50,000"
Mercedes-Benz,2019,"49,500 mi.",Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,"$55,900"
Porsche,2020,"16,741 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,"$112,500"
Ford,2011,"133,504 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$23,500"
Cadillac,2019,"20,296 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$30,599"
Volkswagen,2019,"55,234 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$19,290"
Jeep,2005,"162,482 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$11,000"
Lincoln,2002,"42,000 mi.",Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,"$11,000"
Ford,2022,470 mi.,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$71,900"
Mercedes-Benz,2006,"98,300 mi.",Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$15,900"
Audi,2013,"53,900 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$27,450"
BMW,2013,"82,849 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$19,999"
Porsche,2009,"25,500 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$79,995"
Kia,2020,"53,452 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$16,995"
Chevrolet,2004,"40,011 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$23,500"
Hyundai,2018,"45,800 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$20,900"
RAM,2022,"15,741 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,"$45,999"
Kia,2023,"11,100 mi.",Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$40,200"
Ford,2020,"36,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,"$44,000"
BMW,2013,"69,750 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$15,999"
Mercedes-Benz,2021,"19,162 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$38,500"
Audi,2023,"6,046 mi.",Hybrid,2.0 Liter TFSI,Automatic,"$51,598"
Ford,2020,"17,000 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$21,000"
Audi,2019,"10,832 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,"$42,500"
Toyota,2004,"173,452 mi.",Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$4,000"
Kia,2017,"103,338 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,"$17,238"
Ford,2022,"28,000 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$53,500"
Audi,2019,"51,984 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$44,870"
Chevrolet,2020,"8,974 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,"$79,900"
Scion,2014,"99,999 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$10,998"
Mercedes-Benz,2017,"59,400 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$21,000"
Nissan,2020,"47,147 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,"$23,625"
Ford,2018,"53,782 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$29,950"
Ford,2011,"160,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$4,700"
Chevrolet,2015,500 mi.,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$37,000"
Ford,2020,"42,000 mi.",Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,"$19,000"
Dodge,2018,"64,000 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,"$35,000"
Hyundai,2021,"28,600 mi.",Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,"$23,999"
GMC,2019,"26,339 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$36,750"
Alfa,2018,"28,644 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$41,500"
Subaru,2008,"148,740 mi.",Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$14,500"
GMC,2021,"16,919 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,"$73,000"
Chevrolet,2005,"170,000 mi.",Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$9,000"
Mercedes-Benz,2013,"130,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,"$26,900"
Ford,2022,"1,889 mi.",Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,"$32,850"
Dodge,2018,"62,197 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,"$26,691"
Ford,2016,"71,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,"$24,350"
Lexus,2016,"83,400 mi.",Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$22,495"
Cadillac,2019,"74,414 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$26,000"
Ford,2010,"29,816 mi.",Gasoline,540.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$38,000"
Ford,2015,"68,749 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,"$45,000"
BMW,2005,"190,395 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,A/T,"$5,000"
Lamborghini,2015,"34,152 mi.",Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$185,500"
Toyota,2007,"98,528 mi.",Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$7,450"
BMW,2011,"91,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$13,599"
Chevrolet,2017,"50,850 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$37,000"
Mazda,1999,"130,000 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,"$9,000"
Toyota,2005,"199,400 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,"$8,500"
RAM,2013,"84,220 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$26,500"
Mercedes-Benz,2016,"67,280 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$41,999"
Volkswagen,2021,"16,538 mi.",Gasoline,2.0 Liter TSI,Automatic,"$25,998"
Toyota,2018,"66,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$51,000"
Cadillac,2018,"53,450 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$49,999"
Volkswagen,2018,"63,277 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$20,900"
Nissan,2020,"30,900 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,"$21,000"
Mercedes-Benz,2019,"60,854 mi.",Gasoline,2.0 Liter Turbo,Automatic,"$25,498"
Ford,2015,"85,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$31,000"
Toyota,2016,"108,130 mi.",Gasoline,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$18,500"
